emp_id,emp_name,skill_id,skill_name,proficiency_level,no_of_projects_done_in_that_skill,certifications
E4978,Stacey Chavez,S012,Project Management,9,5,Yes
E1717,Joyce Warner,S010,Big Data,7,10,No
E4651,Terri Cole,S007,SQL,6,9,No
E2710,Carla Mcguire,S012,Project Management,7,9,Yes
E4841,Becky Ellis,S006,Python,2,3,Yes
E699,John Beck,S005,HTML/CSS,7,5,No
E2123,Lisa Wu,S001,JavaScript,8,6,No
E1226,Jacob Murphy,S008,Machine Learning,5,2,Yes
E3325,Jasmine Rodriguez,S015,Risk Management,3,2,Yes
E219,Amy Carter,S005,HTML/CSS,5,4,No
E408,Andrew Davis,S002,React,9,8,No
E4965,Cindy David,S003,Node.js,7,5,No
E1971,Amy Curry,S009,Data Visualization,2,2,Yes
E006,Keith Webb,S006,Python,8,5,No
E3238,Cindy Stephens,S004,Docker,2,4,No
E1924,Barry Nichols,S015,Risk Management,8,10,No
E867,Tristan Rivera,S011,Consulting Basics,2,2,Yes
E1831,Michael Nelson,S008,Machine Learning,7,12,Yes
E899,Shawna Clark,S006,Python,3,4,No
E2635,Ricardo Mitchell,S014,Client Management,2,3,No
E1612,Shannon Jensen,S008,Machine Learning,6,6,Yes
E2436,Carla Smith,S013,Financial Modeling,1,3,No
E2175,Matthew Smith,S008,Machine Learning,10,8,Yes
E2291,Stephanie Williams,S007,SQL,6,12,No
E178,Lauren Gonzalez,S001,JavaScript,9,12,Yes
E572,Crystal Gonzalez,S005,HTML/CSS,5,1,No
E3358,Nathan Wade,S015,Risk Management,7,9,No
E3304,Danielle Conley,S008,Machine Learning,2,2,No
E046,Daniel Shelton,S003,Node.js,9,8,Yes
E4314,Edward Young,S014,Client Management,8,8,Yes
E1935,Christina Smith,S012,Project Management,1,2,No
E496,Jacqueline Martin MD,S015,Risk Management,5,2,Yes
E4424,Anna Hunt,S010,Big Data,7,9,No
E604,John Gregory DDS,S010,Big Data,10,8,No
E2455,Linda Chavez,S003,Node.js,9,8,No
E3528,Holly Phillips,S006,Python,4,4,No
E3143,Melody Obrien,S006,Python,6,11,No
E4414,David Garcia,S015,Risk Management,4,1,
E724,Mark Roberts,S006,Python,7,12,No
E825,Rebecca Bentley,S014,Client Management,10,6,Yes
E399,Kristin Edwards,S012,Project Management,3,1,No
E2182,Ann Clark,S003,Node.js,3,1,Yes
E4867,Kimberly Owens,S008,Machine Learning,3,2,No
E2149,Dawn Sanchez,S014,Client Management,7,11,Yes
E2608,Tom Lee,S003,Node.js,4,1,No
E4700,Kyle Blankenship,S006,Python,2,3,Yes
E3654,Billy Smith,S005,HTML/CSS,6,11,Yes
E1063,Mary Stafford,S009,Data Visualization,1,1,Yes
E095,Lisa Steele,S004,Docker,5,1,No
E1464,Tyrone Delacruz,S014,Client Management,3,4,No
E3509,Christopher Bernard,S009,Data Visualization,6,6,No
E3174,William West,S015,Risk Management,8,8,No
E2040,Timothy Bowers,S015,Risk Management,6,5,Yes
E1586,Gregory Decker,S011,Consulting Basics,10,9,Yes
E2621,Michelle Howell,S002,React,9,10,Yes
E389,Richard Gomez,S008,Machine Learning,2,1,Yes
E1334,Kelly May,S010,Big Data,10,8,Yes
E4605,Elizabeth Pope,S006,Python,10,9,No
E4613,Christopher Kim,S001,JavaScript,5,1,Yes
E281,Michael Villa,S012,Project Management,2,4,No
E1253,Alisha Wiley,S007,SQL,3,4,No
E3401,Terry Allen,S004,Docker,6,9,Yes
E2288,Joseph Morgan,S014,Client Management,2,3,No
E1287,Michael Smith,S002,React,8,12,No
E4567,Beverly Mcgrath,S013,Financial Modeling,1,2,Yes
E1574,Kristin Ward,S013,Financial Modeling,5,1,Yes
E3213,Ryan Serrano,S007,SQL,7,12,No
E1823,Christopher Rogers,S013,Financial Modeling,10,12,Yes
E4774,Taylor Hodge,S012,Project Management,4,2,Yes
E4407,Dean Liu,S014,Client Management,3,2,Yes
E955,Jeremy Martin,S006,Python,7,12,No
E1728,Christina Spencer,S005,HTML/CSS,3,2,Yes
E4495,Rebecca Lopez,S009,Data Visualization,1,4,No
E2707,Samantha Anderson,S010,Big Data,5,3,No
E4436,Christopher Johnson,S011,Consulting Basics,10,6,Yes
E1027,John Walters,S003,Node.js,10,9,No
E4880,Gregory Castro,S011,Consulting Basics,6,6,No
E4734,Kimberly Robinson,S002,React,10,8,Yes
E3201,Jessica Mckinney,S005,HTML/CSS,7,12,Yes
E755,Cody Roberts,S007,SQL,5,2,No
E4800,Sarah Sawyer,S003,Node.js,7,6,Yes
E2505,Darren Roach,S013,Financial Modeling,8,12,Yes
E4806,Emily Compton,S014,Client Management,10,6,Yes
E363,Jennifer Miller,S004,Docker,5,1,No
E1241,Brittany Lynch,S004,Docker,3,1,No
E1824,Rachel Taylor,S011,Consulting Basics,6,8,Yes
E2053,Rebecca Young,S012,Project Management,7,11,No
E1619,Troy Hahn,S009,Data Visualization,10,10,Yes
E3902,Michele Crawford,S003,Node.js,1,3,No
E1121,Dawn Fischer,S010,Big Data,10,9,No
E897,Barbara Ballard,S002,React,6,9,No
E792,Matthew Greer,S015,Risk Management,7,8,No
E1762,Lisa Hendricks,S008,Machine Learning,3,4,Yes
E854,Jeffrey Day,S011,Consulting Basics,2,1,No
E3526,Gary Wilcox,S001,JavaScript,2,3,Yes
E712,Carrie Torres,S009,Data Visualization,3,2,Yes
E036,Andrea Johnson,S011,Consulting Basics,2,1,No
E1539,James Bond,S005,HTML/CSS,6,6,No
E2317,Brittany Smith,S015,Risk Management,3,4,Yes
E977,Amy Perez,S014,Client Management,9,7,Yes
E3206,Michael Thompson,S015,Risk Management,9,8,No
E458,John Martinez,S014,Client Management,4,4,Yes
E4657,James Turner,S001,JavaScript,4,3,Yes
E4203,Jessica Carr,S008,Machine Learning,1,2,No
E4263,Chelsea Alexander,S011,Consulting Basics,8,10,Yes
E2871,Steven Wilson,S014,Client Management,6,9,No
E3020,Kathy Goodman,S013,Financial Modeling,5,3,Yes
E2745,Laura Carter MD,S011,Consulting Basics,2,1,No
E398,Mrs. Rebecca Whitney,S002,React,5,2,Yes
E831,Richard Schwartz,S015,Risk Management,5,3,Yes
E2359,Kayla Ayers,S014,Client Management,10,7,Yes
E1291,Stephen Bell,S011,Consulting Basics,1,4,Yes
E2208,Sierra Olson,S006,Python,4,3,Yes
E835,Timothy Delacruz,S003,Node.js,10,10,Yes
E4904,Gina Hancock,S008,Machine Learning,3,2,No
E3472,Nancy Bennett,S002,React,7,6,Yes
E3475,Dennis Butler,S015,Risk Management,7,11,No
E2310,Amanda Powell,S003,Node.js,2,2,No
E678,Veronica Morris,S005,HTML/CSS,8,11,Yes
E2758,Kimberly Montgomery,S003,Node.js,4,4,Yes
E2538,Brian Jennings,S005,HTML/CSS,3,2,No
E3868,William Howard,S015,Risk Management,10,8,Yes
E2010,Hannah Reynolds,S007,SQL,5,2,No
E1165,Ryan Smith,S005,HTML/CSS,4,2,Yes
E2140,Mr. Justin Meyer,S003,Node.js,8,7,No
E1379,Meghan Smith,S014,Client Management,2,4,Yes
E4878,Shirley Atkins,S011,Consulting Basics,7,9,No
E1221,Jacob Jennings,S014,Client Management,2,3,No
E115,Jose Chase,S003,Node.js,1,3,No
E4676,Francisco Berry,S004,Docker,4,3,No
E385,Marco Gonzalez,S013,Financial Modeling,2,4,Yes
E3148,Rachel Valenzuela,S005,HTML/CSS,10,10,No
E2852,Charles Robinson,S011,Consulting Basics,8,6,Yes
E1488,Lisa Hill,S006,Python,5,3,Yes
E3283,Sharon Clark,S011,Consulting Basics,2,4,Yes
E1993,Kendra Cantu,S003,Node.js,10,6,Yes
E3482,Brenda Noble,S002,React,5,3,No
E3841,Haley Hill,S015,Risk Management,3,3,Yes
E3957,Billy Woodard,S002,React,9,9,Yes
E1578,Dustin Moore,S011,Consulting Basics,3,2,No
E202,Ronald Fernandez,S015,Risk Management,8,9,Yes
E4452,Chelsea Smith,S013,Financial Modeling,3,3,No
E456,William Torres,S007,SQL,1,4,Yes
E740,Michelle Edwards,S001,JavaScript,2,4,No
E2399,Diamond Paul,S004,Docker,5,4,No
E2272,Shelley Burns,S001,JavaScript,3,4,No
E688,Emily Zuniga,S015,Risk Management,7,9,No
E796,Jessica Baker,S006,Python,9,6,Yes
E2733,Mrs. Christina Wilcox,S008,Machine Learning,1,4,No
E1838,Toni Chase,S012,Project Management,6,7,No
E3592,Joanne Armstrong,S011,Consulting Basics,4,1,No
E2137,Tonya Hill,S002,React,4,2,Yes
E1757,Karen Diaz,S012,Project Management,3,2,Yes
E3311,Monique Chen,S005,HTML/CSS,1,2,No
E4185,Vincent Beck,S005,HTML/CSS,5,2,No
E3440,Jennifer Brock,S012,Project Management,10,10,Yes
E3501,Ronald Jackson,S001,JavaScript,9,7,No
E992,Cynthia Morrison,S004,Docker,6,5,Yes
E3490,Lacey Williams,S006,Python,4,1,Yes
E4850,Jonathan Gomez,S006,Python,9,7,Yes
E4245,Jennifer Navarro,S010,Big Data,3,3,Yes
E1339,Kathryn Perez,S015,Risk Management,10,10,No
E4577,Julia Buchanan,S006,Python,1,1,No
E3786,Michael Fox,S001,JavaScript,8,5,No
E4569,Anthony Adams Jr.,S002,React,4,1,No
E1265,Jessica Soto,S003,Node.js,8,11,No
E1376,Charles Doyle,S013,Financial Modeling,9,9,Yes
E4544,Seth Gillespie,S003,Node.js,7,6,No
E3358,Nathan Wade,S008,Machine Learning,7,8,No
E3593,Paula Cooper,S006,Python,6,12,Yes
E2235,Yvonne Snow,S006,Python,10,7,No
E3029,Jessica Campbell,S002,React,1,3,No
E4328,Dr. George Mack,S009,Data Visualization,,4,Yes
E2104,Austin Jackson,S010,Big Data,5,1,No
E1076,Stephanie Green,S004,Docker,5,3,No
E1290,Peter Little,S006,Python,3,4,Yes
E4947,Peter Roberts,S002,React,3,1,Yes
E2063,Joel Evans,S007,SQL,2,4,No
E2619,Tiffany Andrews,S009,Data Visualization,3,1,No
E3382,Julie Gentry,S015,Risk Management,6,8,Yes
E4501,Brian Jordan,S005,HTML/CSS,3,1,No
E3723,Brian Baxter,S012,Project Management,5,1,Yes
E2231,Christina Vaughn,S013,Financial Modeling,2,3,No
E316,Kathleen Green,S014,Client Management,10,10,No
E4867,Kimberly Owens,S002,React,2,4,Yes
E433,Sarah Peterson,S004,Docker,5,2,Yes
E619,Christopher Robinson,S010,Big Data,6,10,Yes
E3688,Regina Cohen,S005,HTML/CSS,4,2,Yes
E1353,Melissa Fowler,S004,Docker,6,10,No
E687,Richard Davis,S004,Docker,1,3,Yes
E3479,Michelle Thomas,S008,Machine Learning,9,8,No
E1608,Vincent Gilbert,S006,Python,8,7,Yes
E3138,Timothy Day,S005,HTML/CSS,2,1,Yes
E3276,Tammy Holland DDS,S003,Node.js,8,11,No
E1989,Nathaniel Hernandez,S009,Data Visualization,3,3,Yes
E3125,Bruce Petersen,S007,SQL,9,5,Yes
E2280,Tammy Alexander,S015,Risk Management,10,12,No
E376,Austin Thompson,S012,Project Management,6,5,Yes
E532,Daniel Rivas,S005,HTML/CSS,5,4,No
E1191,Judith Baldwin,S015,Risk Management,5,4,Yes
E3872,Denise Morris,S007,SQL,9,6,Yes
E4131,Jonathan Huber,S002,React,4,1,No
E4535,Adrian Suarez,S011,Consulting Basics,10,7,Yes
E560,Steven Strong,S005,HTML/CSS,6,9,Yes
E622,Jordan Bray,S005,HTML/CSS,6,7,Yes
E2144,Jerry Vega,S005,HTML/CSS,7,7,Yes
E060,Daniel Richards,S005,HTML/CSS,9,12,No
E2593,Stephanie Parker,S014,Client Management,9,9,Yes
E1347,Victor Woods,S007,SQL,7,8,Yes
E4020,Meredith Wilson,S004,Docker,6,8,Yes
E395,Rachel Price,S015,Risk Management,7,12,No
E2824,Kimberly Owen,S005,HTML/CSS,7,12,No
E1340,Ronnie Williams,S008,Machine Learning,4,1,Yes
E4302,Grace Allen,S003,Node.js,4,1,No
E3716,George Lopez,S001,JavaScript,3,1,Yes
E2135,Timothy Martinez,S005,HTML/CSS,1,3,No
E464,Katherine Ward,S002,React,9,11,No
E4480,Tina Bush,S010,Big Data,1,1,No
E2842,Wanda Walsh,S004,Docker,5,2,
E2217,Megan Williams,S006,Python,10,5,No
E3514,Haley Williams,S002,React,2,1,No
E2249,Erin Mendoza,S011,Consulting Basics,2,2,No
E4797,Kayla Strickland,S003,Node.js,9,6,Yes
E3678,Charles Smith,S002,React,5,2,Yes
E574,Patricia Hays,S009,Data Visualization,3,2,No
E2150,Molly Owen,S007,SQL,3,1,Yes
E4245,Jennifer Navarro,S015,Risk Management,10,11,Yes
E966,Derrick Young,S012,Project Management,6,6,Yes
E1326,Crystal Pineda,S008,Machine Learning,10,7,Yes
E4934,Daniel Krause,S005,HTML/CSS,9,5,No
E3083,Christine Ward,S012,Project Management,1,3,Yes
E506,Brian Maddox,S011,Consulting Basics,9,10,Yes
E4033,Michael Williams,S006,Python,5,4,Yes
E2460,Nicholas Gould,S004,Docker,1,3,No
E3363,Brian Adams,S001,JavaScript,10,10,Yes
E2578,Tiffany Lyons,S015,Risk Management,8,6,No
E3535,Megan Newton,S010,Big Data,4,4,No
E4971,Debra Ray,S011,Consulting Basics,2,4,No
E1104,Debbie Robinson,S004,Docker,7,8,Yes
E4881,Danielle Kelly,S015,Risk Management,4,2,Yes
E179,Matthew Osborne,S002,React,10,9,Yes
E940,Jennifer Daniel,S014,Client Management,2,1,Yes
E562,Thomas Hurley,S004,Docker,8,6,No
E1399,Brandon Carter,S012,Project Management,2,1,No
E3474,Christopher Lambert,S015,Risk Management,9,11,Yes
E3234,Christina Campbell,S013,Financial Modeling,7,12,No
E4733,Mark Vasquez,S005,HTML/CSS,3,4,Yes
E4650,Jeremy Howe,S001,JavaScript,3,2,No
E1443,Michelle Orozco,S007,SQL,3,2,No
E2119,Valerie Robinson,S008,Machine Learning,5,2,No
E1656,Deborah Webb,S010,Big Data,8,10,No
E130,Mallory Taylor,S015,Risk Management,9,7,Yes
E2123,Lisa Wu,S011,Consulting Basics,8,10,Yes
E1197,Aimee Murray,S009,Data Visualization,2,2,No
E4339,Victor Griffin,S015,Risk Management,10,6,No
E1923,Janice Carroll,S008,Machine Learning,6,10,Yes
E904,Adam Mitchell,S007,SQL,4,2,Yes
E559,Angela Meyer,S003,Node.js,8,8,No
E4973,Gary Buckley,S007,SQL,6,6,No
E2223,Jacob Farmer,S006,Python,8,9,Yes
E756,James Roach,S011,Consulting Basics,6,10,Yes
E2482,Joy Brown,S009,Data Visualization,4,4,No
E3124,Rachel Torres,S003,Node.js,3,3,Yes
E1890,Samantha Bryant,S013,Financial Modeling,8,11,Yes
E1413,Ricardo Sullivan,S010,Big Data,4,4,Yes
E1281,Heather Mcclure,S009,Data Visualization,8,6,No
E4524,Bryan Harris,S003,Node.js,9,12,Yes
E4878,Shirley Atkins,S002,React,9,9,No
E1385,Nathan Elliott,S012,Project Management,6,10,Yes
E4409,Isabel Parker,S011,Consulting Basics,10,8,Yes
E4532,Frank Cardenas,S002,React,3,3,Yes
E4661,Roger Richardson,S006,Python,5,3,Yes
E1911,Cameron Jensen,S014,Client Management,3,3,Yes
E301,Samantha Peterson,S010,Big Data,4,4,No
E3951,Beth Reyes,S009,Data Visualization,9,10,Yes
E1568,Amy Gonzales,S009,Data Visualization,5,4,Yes
E2416,Joseph White,S011,Consulting Basics,2,4,No
E1544,Heather Wise,S013,Financial Modeling,2,4,No
E1703,Michael Castillo,S014,Client Management,4,3,No
E4720,John Humphrey,S015,Risk Management,9,5,Yes
E2503,Dustin Spence,S007,SQL,6,5,No
E267,Jordan Ortega,S001,JavaScript,8,10,No
E1126,Anthony Horton,S002,React,10,7,No
E3069,Robert Cunningham,S012,Project Management,7,11,Yes
E1624,Natasha Burns,S014,Client Management,2,4,No
E1314,Michael Russell,S010,Big Data,8,7,No
E3106,Erica Griffin,S011,Consulting Basics,5,4,No
E4934,Daniel Krause,S009,Data Visualization,9,8,Yes
E3188,Richard Snyder,S014,Client Management,8,11,No
E4420,Mrs. Veronica Carlson DDS,S002,React,10,8,Yes
E1733,Nicole Fitzgerald,S001,JavaScript,5,2,Yes
E3595,Christopher Barker,S002,React,1,3,Yes
E1537,Eric Woodard,S009,Data Visualization,6,9,Yes
E2581,Jennifer Crawford,S010,Big Data,8,11,No
E3836,Joshua Smith,S013,Financial Modeling,4,2,No
E760,Frank Johnson,S006,Python,5,2,Yes
E1401,Victor Hunt,S002,React,10,12,No
E2231,Christina Vaughn,S003,Node.js,4,3,Yes
E4898,Charles Cooper,S005,HTML/CSS,8,11,Yes
E2932,Tracy Peters DDS,S013,Financial Modeling,1,1,Yes
E3550,Daniel Acevedo,S008,Machine Learning,1,2,No
E1755,Robert Deleon,S007,SQL,8,12,Yes
E3738,Beth Baker,S001,JavaScript,5,4,No
E2229,Stephen Cochran,S013,Financial Modeling,4,3,Yes
E2219,Tanya Walker,S006,Python,7,6,No
E4691,Amanda Ramirez,S007,SQL,8,7,Yes
E1443,Michelle Orozco,S008,Machine Learning,10,8,Yes
E3454,Garrett Johnson,S011,Consulting Basics,7,9,Yes
E3556,Cody Mccall,S007,SQL,8,8,No
E3417,Joseph Stone,S012,Project Management,5,3,No
E2682,Joanna Rios,S004,Docker,5,4,No
E239,Brittany Parrish,S003,Node.js,2,3,Yes
E1986,Erin Wilkerson DDS,S010,Big Data,6,12,Yes
E4504,Susan Peterson,S015,Risk Management,1,4,Yes
E548,Christine Mccullough,S011,Consulting Basics,7,7,Yes
E1500,Sharon Cook,S014,Client Management,10,10,No
E470,Robin Nelson,S002,React,1,1,No
E4034,Sandra Snyder,S009,Data Visualization,1,1,No
E3658,Kristin Kline,S002,React,8,9,Yes
E2077,Karen Sawyer,S012,Project Management,2,1,Yes
E4161,Aaron Medina,S003,Node.js,6,6,Yes
E217,Stephanie Maynard,S014,Client Management,10,11,Yes
E1107,Walter Griffin,S013,Financial Modeling,7,5,Yes
E3021,Sarah Hicks,S013,Financial Modeling,10,12,Yes
E1857,Jose Smith,S014,Client Management,1,4,No
E3047,Amy Campbell,S010,Big Data,9,5,Yes
E895,John Shaffer,S010,Big Data,5,4,No
E3650,Sharon Miller,S011,Consulting Basics,10,5,No
E1435,Shelly Fleming,S004,Docker,9,10,Yes
E4613,Christopher Kim,S002,React,1,4,Yes
E4738,Emily Bryant,S004,Docker,7,8,Yes
E1650,David Carey,S004,Docker,2,4,No
E2107,Dr. Linda Barrett MD,S006,Python,7,5,Yes
E3439,William Willis,S012,Project Management,8,12,No
E423,Daniel Gonzales,S009,Data Visualization,3,4,Yes
E2255,Douglas Barnes,S006,Python,1,3,No
E2586,Justin Tucker,S001,JavaScript,4,2,No
E3923,Judith Davidson,S009,Data Visualization,8,11,Yes
E2092,Shane Martinez,S001,JavaScript,9,5,Yes
E257,Patricia Fowler,S015,Risk Management,10,10,Yes
E1494,Matthew Odonnell,S006,Python,1,2,Yes
E2276,Amber Austin,S004,Docker,9,9,Yes
E508,Doris Carey,S001,JavaScript,10,7,Yes
E1314,Michael Russell,S013,Financial Modeling,10,9,No
E1041,Michael Hatfield,S002,React,6,7,Yes
E1256,Michelle Andersen,S001,JavaScript,7,8,Yes
E960,Sharon Miller,S007,SQL,8,5,No
E3148,Rachel Valenzuela,S008,Machine Learning,7,11,No
E4792,Bridget Shaw,S011,Consulting Basics,4,3,No
E2129,Melissa Grant,S006,Python,9,5,Yes
E1510,Amber Smith,S004,Docker,9,12,No
E639,Mario Ballard,S002,React,3,4,Yes
E1681,Christopher Garrett,S014,Client Management,4,4,No
E395,Rachel Price,S013,Financial Modeling,8,8,Yes
E2882,Krystal Wright,S004,Docker,2,2,Yes
E1816,Mark Case,S013,Financial Modeling,9,6,Yes
E1475,Marvin Williams,S003,Node.js,8,6,Yes
E3591,Alexa Sanders,S003,Node.js,5,3,No
E975,Colleen Hall,S006,Python,8,11,Yes
E450,Gina Williams,S003,Node.js,6,11,Yes
E726,Louis Peterson,S009,Data Visualization,4,4,No
E2063,Joel Evans,S002,React,10,6,No
E244,Miguel Ball,S001,JavaScript,7,9,No
E045,Jason Cooper,S009,Data Visualization,1,4,Yes
E4435,Jim Robinson,S015,Risk Management,9,5,Yes
E4849,Angela Griffin,S003,Node.js,9,12,No
E831,Richard Schwartz,S004,Docker,1,4,Yes
E395,Rachel Price,S014,Client Management,7,12,Yes
E2555,Erika Jordan,S004,Docker,10,12,No
E054,Kelly Cuevas,S009,Data Visualization,1,1,Yes
E3112,Brian Hernandez,S005,HTML/CSS,3,1,Yes
E2867,Kelly Rocha,S014,Client Management,4,3,No
E2089,Benjamin Gutierrez,S003,Node.js,2,3,Yes
E2178,Nathaniel Carter,S006,Python,10,7,No
E787,Paul Myers,S009,Data Visualization,5,1,No
E4903,Jason Williams,S003,Node.js,4,1,Yes
E1122,Julie Williams,S002,React,6,11,No
E3383,Angel Lee,S009,Data Visualization,8,6,Yes
E3539,Joseph Castro,S012,Project Management,3,1,Yes
E4436,Christopher Johnson,S008,Machine Learning,4,3,No
E891,Michael Flynn,S010,Big Data,8,8,No
E3709,Antonio Lucas,S013,Financial Modeling,1,4,No
E3631,Sheri Brown,S002,React,8,11,No
E4238,Juan Calhoun,S012,Project Management,10,6,Yes
E4962,John Hunt,S003,Node.js,9,9,No
E893,Catherine Williams,S002,React,8,11,Yes
E1171,Brandon Parks,S002,React,7,5,No
E855,Thomas Walsh,S015,Risk Management,7,6,Yes
E4133,Melissa Smith,S002,React,4,4,Yes
E3016,Steven Poole,S005,HTML/CSS,9,8,No
E2012,Michelle Walker,S010,Big Data,8,10,Yes
E3550,Daniel Acevedo,S009,Data Visualization,9,9,Yes
E2797,Emma Barrett,S012,Project Management,3,1,No
E4926,Marie Lynch,S004,Docker,10,8,Yes
E4504,Susan Peterson,S011,Consulting Basics,8,9,Yes
E3171,Jeffrey Meyer,S002,React,4,1,No
E615,Julie Sanchez,S012,Project Management,1,3,Yes
E2872,Laura Osborne,S011,Consulting Basics,5,4,Yes
E938,Hector Fernandez,S011,Consulting Basics,4,4,No
E3146,Arthur Morales,S006,Python,3,1,Yes
E2455,Linda Chavez,S012,Project Management,8,8,No
E1048,Jamie Blanchard,S003,Node.js,8,9,No
E1998,Chelsea Sandoval,S007,SQL,4,2,No
E2877,Michael Contreras,S006,Python,3,4,No
E433,Sarah Peterson,S005,HTML/CSS,4,4,No
E4962,John Hunt,S006,Python,5,2,No
E4700,Kyle Blankenship,S009,Data Visualization,9,,No
E252,Melissa Ward,S008,Machine Learning,4,3,Yes
E4965,Cindy David,S012,Project Management,10,5,No
E2306,Nichole House,S002,React,4,1,No
E2973,Ronnie Williams,S009,Data Visualization,10,11,No
E3977,James Ellis,S014,Client Management,9,9,No
E4611,Thomas Sherman,S010,Big Data,9,5,No
E767,Jacob Zimmerman,S009,Data Visualization,1,1,No
E2660,Michele Chan,S009,Data Visualization,2,3,No
E447,Craig Cuevas PhD,S015,Risk Management,10,11,Yes
E3248,Erica Case,S012,Project Management,1,3,Yes
E1601,Michael Smith,S005,HTML/CSS,6,7,No
E4690,Krista Walker,S015,Risk Management,7,12,Yes
E2441,Kenneth Shields,S003,Node.js,2,1,No
E3319,Vincent Gaines,S010,Big Data,10,12,No
E4998,Carlos Riley,S012,Project Management,10,12,Yes
E807,Matthew Stanton,S005,HTML/CSS,7,6,Yes
E3808,William Thornton,S003,Node.js,7,9,Yes
E769,Kimberly Martin,S014,Client Management,7,9,Yes
E3264,John Vargas,S014,Client Management,8,5,Yes
E4343,Mary Clark,S003,Node.js,5,4,No
E3334,Sheila Choi,S003,Node.js,5,3,No
E4009,Joseph Graham,S009,Data Visualization,6,9,No
E057,Stephen Hartman,S013,Financial Modeling,7,12,Yes
E1835,Lauren Mcfarland,S014,Client Management,4,2,No
E952,Amanda Barrera,S004,Docker,8,9,Yes
E2848,Amy Garcia,S015,Risk Management,3,1,No
E2287,John Bradshaw,S012,Project Management,4,3,No
E2481,Christopher Russell,S002,React,3,3,No
E4375,Terry Murray,S007,SQL,10,9,No
E517,Elizabeth Young,S015,Risk Management,10,7,No
E1372,David Palmer,S012,Project Management,7,10,No
E1933,Tonya Wilkinson,S009,Data Visualization,8,12,No
E4744,Luis Stewart,S011,Consulting Basics,9,9,No
E4433,Mary Gordon,S011,Consulting Basics,6,7,No
E2564,James Gonzalez,S006,Python,10,5,Yes
E4371,Tammie West,S005,HTML/CSS,2,4,No
E1107,Walter Griffin,S010,Big Data,7,9,Yes
E958,Carla Martin,S004,Docker,8,8,Yes
E871,Priscilla Hernandez,S009,Data Visualization,7,8,Yes
E3516,Megan Roberts,S003,Node.js,6,6,Yes
E3600,Tammy Smith,S011,Consulting Basics,10,8,No
E2728,Donna Holden,S005,HTML/CSS,1,4,No
E1194,Michelle Ayala,S012,Project Management,3,3,No
E2303,Timothy Clark,S013,Financial Modeling,6,8,Yes
E1406,Diane Robinson,S014,Client Management,2,2,No
E2772,Heather Vega,S002,React,5,4,Yes
E3041,Jesse Shelton,S012,Project Management,4,3,No
E4925,Jessica Lawson,S011,Consulting Basics,7,6,No
E3973,Jason Thomas,S006,Python,4,2,Yes
E4062,Matthew Monroe,S005,HTML/CSS,2,3,No
E3444,Philip Rodriguez,S005,HTML/CSS,8,7,Yes
E672,Mark Robbins,S005,HTML/CSS,8,9,Yes
E4809,Jill Patrick,S011,Consulting Basics,6,12,No
E2536,Christina Bryant,S010,Big Data,4,3,No
E1587,Jill Medina,S007,SQL,4,3,No
E2062,Wesley Ramsey,S011,Consulting Basics,6,6,Yes
E3547,Emily Cantrell,S014,Client Management,3,2,No
E659,Patricia Martin,S004,Docker,2,4,Yes
E3907,Bryan Reyes,S014,Client Management,7,12,Yes
E360,Dustin Hanson,S015,Risk Management,5,4,Yes
E4154,Willie Mendez,S005,HTML/CSS,9,10,No
E2628,Raymond Williams,S011,Consulting Basics,7,6,Yes
E169,John Newman,S008,Machine Learning,5,4,No
E3954,Kristen Jennings,S003,Node.js,3,1,No
E3328,Jennifer Barton,S004,Docker,2,3,No
E2912,Miguel Wallace,S010,Big Data,8,9,Yes
E4627,Thomas Deleon,S003,Node.js,5,2,No
E4008,Matthew Harris,S001,JavaScript,3,1,No
E3220,Christian Mcgrath,S001,JavaScript,8,9,Yes
E244,Miguel Ball,S001,JavaScript,2,2,Yes
E3548,John Garcia,S005,HTML/CSS,7,10,Yes
E3794,Ashley Steele,S005,HTML/CSS,10,5,No
E1624,Natasha Burns,S003,Node.js,3,3,Yes
E258,Troy Taylor,S009,Data Visualization,4,2,Yes
E252,Melissa Ward,S001,JavaScript,9,7,No
E4801,Michele Hall,S005,HTML/CSS,9,7,Yes
E4824,David Williams,S002,React,1,2,No
E452,Elizabeth Johnson,S001,JavaScript,6,5,Yes
E2925,Karla Lewis,S015,Risk Management,7,10,Yes
E4017,Steven Burnett,S012,Project Management,8,8,No
E365,Dr. April Garcia DVM,S005,HTML/CSS,2,1,No
E2744,Heather Rodriguez,S001,JavaScript,5,3,No
E060,Daniel Richards,S011,Consulting Basics,6,5,No
E2371,Lisa Dunlap,S004,Docker,2,3,No
E4162,Allison Gonzalez,S012,Project Management,6,9,No
E4985,Donna Moore,S012,Project Management,2,4,No
E3526,Gary Wilcox,S003,Node.js,10,12,Yes
E794,Shawn Hernandez,S012,Project Management,1,4,Yes
E1495,Joshua Scott,S009,Data Visualization,1,2,No
E887,Jennifer Burton,S009,Data Visualization,4,1,No
E1084,Valerie Nguyen,S010,Big Data,10,6,No
E1336,Jennifer Baker,S005,HTML/CSS,5,3,Yes
E2904,Martin Garner,S006,Python,2,2,Yes
E1901,Laura Downs,S006,Python,10,10,Yes
E2221,Gregory Alexander,S012,Project Management,1,1,Yes
E4473,Robin Friedman,S013,Financial Modeling,8,11,Yes
E3736,Brian Walker,S005,HTML/CSS,6,5,No
