emp_id,emp_name,T_id,T_name,project_score,hackerrank_score,completed
E2333,Carrie Robles,T4651,Client Relationship Management,29,13,1
E972,Lee Lin,T4652,Consulting Essentials,71,45,1
E2261,Crystal Salazar,T4653,Project Management for Consultants,30,86,1
E2507,Derek Phillips,T4654,DevOps with Docker,73,85,1
E2972,Timothy Lambert,T4655,React and Redux,0,40,0
E3838,Steven Graham,T4656,Python for Data Analysis,35,15,0
E356,Jessica Hernandez,T4657,DevOps with Docker,39,11,0
E3388,Stephanie Michael,T4658,Data Science Bootcamp,43,1,1
E3570,Kevin Jones,T4659,React and Redux,0,8,0
E2246,John Harris,T4660,React and Redux,20,20,1
E3847,Melissa Smith,T4661,Client Relationship Management,49,27,1
E1745,Sean Peterson,T4662,Python for Data Analysis,14,35,0
E4479,Krystal Strickland,T4663,React and Redux,22,95,1
E3411,Brandon Golden,T4664,Financial Modeling,10,18,0
E2051,Alexander Nash,T4665,SQL Mastery,75,100,1
E3538,Toni Chavez,T4666,DevOps with Docker,26,24,0
E3086,Scott Stout,T4667,DevOps with Docker,28,38,0
E3123,Matthew Simmons,T4668,Node.js Masterclass,20,33,0
E358,Jason Mccullough,T4669,Machine Learning Basics,36,96,1
E3029,Jessica Campbell,T4670,Data Science Bootcamp,20,40,0
E3095,Brandon Lawrence,T4671,Consulting Essentials,9,31,0
E3307,Nicole Collier,T4672,SQL Mastery,30,45,1
E4775,Melanie Wheeler,T4673,Advanced JavaScript,7,25,0
E2623,Ms. Tiffany Barnes,T4674,DevOps with Docker,46,68,1
E887,Jennifer Burton,T4675,SQL Mastery,32,28,0
E468,Regina Wilson,T4676,Data Science Bootcamp,18,18,0
E2925,Karla Lewis,T4677,Full-Stack Web Development,19,3,0
E4920,Sylvia Patton,T4678,Full-Stack Web Development,9,17,0
E2725,Amanda Reed,T4679,React and Redux,8,6,0
E2520,Kathleen Shepherd,T4680,Node.js Masterclass,65,87,1
E2291,Stephanie Williams,T4681,SQL Mastery,20,36,1
E1993,Kendra Cantu,T4682,Business Process Management,29,76,1
E2323,James Cunningham,T4683,Consulting Essentials,51,52,1
E285,Bruce Hill,T4684,Advanced JavaScript,21,18,0
E2966,Kyle Reese,T4685,SQL Mastery,36,31,0
E346,Kristina Colon,T4686,Project Management for Consultants,64,79,1
E3230,David Davis,T4687,SQL Mastery,43,89,0
E3311,Monique Chen,T4688,DevOps with Docker,29,12,0
E1016,Paul Peterson,T4689,Project Management for Consultants,24,9,0
E2049,Danny Webb,T4690,Python for Data Analysis,29,51,1
E1400,Douglas Miller,T4691,Business Process Management,98,38,1
E2252,Natalie Morrison,T4692,Advanced JavaScript,27,21,0
E018,Patrick Little,T4693,Advanced Data Visualization,36,35,0
E2461,Emily Williams,T4694,Python for Data Analysis,67,41,1
E587,Tracy Campbell,T4695,SQL Mastery,23,20,0
E809,Brittany Bradley,T4696,Advanced Data Visualization,66,17,0
E2895,Jason Dunn,T4697,Financial Modeling,33,98,1
E4218,Stephanie Wilson,T4698,Client Relationship Management,2,11,0
E1676,Duane Hansen,T4699,Full-Stack Web Development,45,95,1
E894,Michael Bell,T4700,React and Redux,6,38,0
E239,Brittany Parrish,T4701,DevOps with Docker,31,98,1
E3290,Michelle Romero,T4702,Data Science Bootcamp,55,94,1
E3550,Daniel Acevedo,T4703,React and Redux,36,26,0
E256,Shannon Archer,T4704,Consulting Essentials,27,50,1
E3744,Robert Ellis,T4705,Python for Data Analysis,4,30,0
E4168,Randy Novak,T4706,Project Management for Consultants,16,9,0
E3141,Tara Moyer,T4707,Project Management for Consultants,49,13,1
E688,Emily Zuniga,T4708,Machine Learning Basics,21,6,0
E1845,Tiffany Drake,T4709,Node.js Masterclass,38,2,0
E486,Erin Williams,T4710,Advanced JavaScript,35,38,0
E560,Steven Strong,T4711,Full-Stack Web Development,19,38,0
E3093,Katie Riley,T4712,Project Management for Consultants,75,44,1
E3348,Victoria Walker,T4713,Data Science Bootcamp,85,39,1
E2995,Katie Bowers,T4714,Data Science Bootcamp,91,40,1
E2410,Eric Harmon,T4715,SQL Mastery,6,14,0
E3917,Joanne Deleon,T4716,Client Relationship Management,51,41,1
E3105,Catherine Cohen,T4717,Advanced Data Visualization,10,25,0
E080,Melissa Wise,T4718,Full-Stack Web Development,19,2,0
E3418,Hannah Parker,T4719,Node.js Masterclass,92,68,1
E2084,Daniel Richardson,T4720,SQL Mastery,32,93,1
E2842,Wanda Walsh,T4721,DevOps with Docker,66,5,0
E3848,Laura Fuentes,T4722,Full-Stack Web Development,73,14,1
E1321,Andrew Robertson,T4723,Python for Data Analysis,14,82,0
E2815,Jason Escobar,T4724,Full-Stack Web Development,5,32,0
E022,Benjamin Johnston,T4725,Machine Learning Basics,15,97,1
E896,Jennifer Petty,T4726,Financial Modeling,16,94,1
E3040,Kelly Fischer,T4727,DevOps with Docker,21,10,0
E1412,Gary Carlson,T4728,DevOps with Docker,55,53,1
E1147,Eric Davis,T4729,Client Relationship Management,53,4,1
E2202,Michael Kline,T4730,Advanced Data Visualization,17,29,0
E2281,Erik Knight,T4731,React and Redux,92,23,1
E3609,Ronald Thomas,T4732,Python for Data Analysis,87,24,1
E4394,Nicole Stevenson,T4733,React and Redux,65,14,1
E4719,Anthony Weiss,T4734,Node.js Masterclass,92,9,1
E1829,Victor Huffman,T4735,Machine Learning Basics,99,25,1
E940,Jennifer Daniel,T4736,SQL Mastery,36,45,1
E762,Victor Rodriguez,T4737,Business Process Management,11,1,0
E4443,Cody Giles,T4738,SQL Mastery,13,24,0
E3556,Cody Mccall,T4739,SQL Mastery,17,3,0
E1901,Laura Downs,T4740,SQL Mastery,8,7,1
E318,Jennifer Martinez,T4741,Python for Data Analysis,24,15,0
E2714,Lori Anderson,T4742,DevOps with Docker,63,100,1
E2152,Cody Williams,T4743,Business Process Management,0,17,0
E3164,Scott Warner,T4744,SQL Mastery,40,14,0
E2052,Diane Wong,T4745,Financial Modeling,6,0,0
E1319,Cory Glass,T4746,Business Process Management,75,29,1
E526,Keith Patterson,T4747,React and Redux,33,9,0
E460,Sean Morse,T4748,Client Relationship Management,29,11,1
E4344,Eric Cole,T4749,DevOps with Docker,27,35,0
E2487,Patricia Schmidt,T4750,React and Redux,31,69,1
E3514,Haley Williams,T4751,React and Redux,14,15,0
E2362,Melissa Gilmore,T4752,Full-Stack Web Development,9,27,1
E1070,Kristen Sanchez,T4753,Business Process Management,0,16,0
E3224,Jaime Price,T4754,DevOps with Docker,21,67,1
E3455,Seth Jenkins,T4755,Python for Data Analysis,79,12,1
E1116,James Harrison,T4756,Data Science Bootcamp,20,55,1
E4221,Lori Chandler,T4757,Project Management for Consultants,32,19,0
E2548,Angela Davis,T4758,Data Science Bootcamp,34,23,0
E4124,Casey Miranda,T4759,Python for Data Analysis,26,0,1
E1611,Kenneth Martinez,T4760,Data Science Bootcamp,47,43,1
E363,Jennifer Miller,T4761,Project Management for Consultants,5,32,0
E2399,Diamond Paul,T4762,Node.js Masterclass,56,0,1
E2379,Jason Levy,T4763,Full-Stack Web Development,97,100,1
E4126,Ryan Larson,T4764,Advanced JavaScript,28,7,0
E4877,Christopher Allen,T4765,React and Redux,77,46,1
E938,Hector Fernandez,T4766,Full-Stack Web Development,85,57,1
E3204,Jared Smith MD,T4767,Advanced JavaScript,94,82,1
E2469,Kenneth Gill,T4768,Client Relationship Management,47,19,1
E3049,Paul Harper,T4769,Data Science Bootcamp,2,8,0
E4202,Gregory Reyes,T4770,Python for Data Analysis,42,57,0
E3015,Keith Ortiz,T4771,Node.js Masterclass,14,30,0
E2065,Matthew Thomas,T4772,React and Redux,28,13,0
E1695,Rachel Browning,T4773,Full-Stack Web Development,44,78,1
E2887,Brandon Nguyen,T4774,SQL Mastery,6,31,0
E4999,Jerry Newman,T4775,SQL Mastery,58,94,1
E326,Nathan Jones,T4776,Financial Modeling,24,8,0
E4013,Anthony Dyer,T4777,Advanced Data Visualization,47,74,1
E676,Lauren Francis,T4778,Client Relationship Management,29,24,0
E1165,Ryan Smith,T4779,Python for Data Analysis,13,43,1
E4202,Gregory Reyes,T4780,Advanced Data Visualization,15,22,1
E970,Billy Young,T4781,DevOps with Docker,24,28,0
E1777,Carol Wright,T4782,Node.js Masterclass,78,92,1
E1699,Jennifer Warren,T4783,Machine Learning Basics,7,33,0
E003,Larry Waters,T4784,Node.js Masterclass,46,81,0
E2449,Suzanne Glenn,T4785,SQL Mastery,53,88,1
E3460,Nicole Scott,T4786,Consulting Essentials,93,2,1
E3314,Nicole Mcfarland,T4787,Data Science Bootcamp,29,5,0
E3932,Tara Brown,T4788,Machine Learning Basics,15,28,1
E4324,Patrick Cruz,T4789,React and Redux,72,15,1
E1629,Christopher Leonard,T4790,SQL Mastery,42,7,1
E1297,Jeffrey Nunez,T4791,Financial Modeling,28,33,0
E3679,Penny Clark,T4792,Machine Learning Basics,54,26,1
E282,Andrea Cervantes,T4793,Node.js Masterclass,4,6,0
E332,Jessica Alexander,T4794,SQL Mastery,85,62,0
E3013,Joshua Berg,T4795,React and Redux,21,34,0
E3182,Pamela Hebert,T4796,Python for Data Analysis,26,20,0
E3135,Michael Hall,T4797,SQL Mastery,20,0,1
E4910,Carrie Greene,T4798,Data Science Bootcamp,35,14,1
E445,Jasmine Williams,T4799,Node.js Masterclass,37,25,0
E796,Jessica Baker,T4800,Data Science Bootcamp,10,40,0
E669,James Baldwin,T4801,Consulting Essentials,49,80,1
E567,Joseph Rogers,T4802,Machine Learning Basics,85,18,0
E4976,Monica Garcia,T4803,Data Science Bootcamp,56,31,1
E4967,Lisa Ward,T4804,Project Management for Consultants,88,66,1
E1314,Michael Russell,T4805,React and Redux,14,82,1
E3825,Holly Young,T4806,Node.js Masterclass,14,40,0
E3731,Diane Lloyd DVM,T4807,SQL Mastery,23,25,1
E3467,Michael Proctor,T4808,Data Science Bootcamp,43,28,0
E284,Robert Sanders,T4809,Python for Data Analysis,34,50,1
E3841,Haley Hill,T4810,Machine Learning Basics,69,44,1
E1112,Ashley Sanchez,T4811,Project Management for Consultants,95,83,1
E2061,George Lewis,T4812,Project Management for Consultants,14,26,0
E1289,Michael Gomez,T4813,Data Science Bootcamp,15,20,0
E4955,Nicholas Perez,T4814,DevOps with Docker,76,98,1
E773,Michael Santos,T4815,React and Redux,53,23,1
E1835,Lauren Mcfarland,T4816,Machine Learning Basics,3,35,0
E1585,Mario Sanchez,T4817,Client Relationship Management,0,63,1
E203,Lisa Marshall,T4818,Advanced JavaScript,28,91,1
E372,Curtis Hays,T4819,React and Redux,1,17,0
E4671,Barbara Shepherd,T4820,Full-Stack Web Development,30,26,0
E2584,Joshua Hardy,T4821,Client Relationship Management,28,59,0
E089,Nathan Warren,T4822,Advanced Data Visualization,11,32,0
E4826,Jennifer Booth,T4823,DevOps with Docker,88,100,1
E174,Jeremy Hanson,T4824,Advanced Data Visualization,15,28,0
E3121,Brenda Mcdaniel,T4825,Data Science Bootcamp,0,16,0
E2013,Sarah Owens,T4826,Python for Data Analysis,59,38,1
E4572,Ryan Crosby,T4827,Data Science Bootcamp,19,7,0
E094,Aaron Brooks,T4828,DevOps with Docker,24,18,0
E1986,Erin Wilkerson DDS,T4829,Financial Modeling,30,12,0
E1932,Ashley Scott MD,T4830,Consulting Essentials,57,15,1
E3356,Sara Guzman,T4831,SQL Mastery,67,9,1
E2845,Dr. Stephen Villarreal,T4832,DevOps with Docker,33,36,0
E953,Lisa Curtis,T4833,Client Relationship Management,36,20,0
E785,Jennifer Morales,T4834,Machine Learning Basics,26,33,0
E1011,Joel Patrick,T4835,Project Management for Consultants,20,27,0
E1351,Amanda Quinn,T4836,Project Management for Consultants,14,0,0
E846,William Hoover,T4837,React and Redux,3,59,0
E3198,Jeffrey Martinez,T4838,Python for Data Analysis,58,72,1
E3498,Megan Leach,T4839,Consulting Essentials,42,23,1
E2751,Joseph Nelson,T4840,Advanced JavaScript,72,44,1
E2501,Molly Jimenez,T4841,DevOps with Docker,35,79,1
E3449,Christine Gonzales,T4842,Consulting Essentials,1,34,0
E4847,John Johnson,T4843,Data Science Bootcamp,14,28,0
E3676,Alex Young,T4844,Consulting Essentials,3,65,1
E3113,Austin Jones,T4845,Advanced Data Visualization,14,53,1
E2620,Robin Mccormick,T4846,SQL Mastery,41,22,1
E706,Michelle Rodriguez,T4847,Financial Modeling,53,100,1
E605,Christian Ross,T4848,Financial Modeling,17,27,0
E3017,Larry Velasquez,T4849,Python for Data Analysis,56,52,1
E099,Jeff Smith,T4850,DevOps with Docker,99,30,0
E105,Chelsea Anderson,T4851,Project Management for Consultants,92,50,1
E4022,Carl Wolfe,T4852,Consulting Essentials,0,20,0
E1302,Alan James,T4853,React and Redux,73,14,1
E196,James Williams,T4854,DevOps with Docker,14,13,0
E148,Mary Jenkins,T4855,Client Relationship Management,0,52,1
E1906,Lisa Cardenas,T4856,Node.js Masterclass,18,68,1
E2945,Rebecca Shaffer,T4857,SQL Mastery,60,26,1
E3113,Austin Jones,T4858,Business Process Management,75,71,1
E4705,Kevin Smith,T4859,Full-Stack Web Development,88,70,1
E2757,Jonathan Moreno,T4860,Machine Learning Basics,71,91,1
E1201,Timothy Johnston,T4861,Full-Stack Web Development,57,96,1
E4725,George Anthony,T4862,Machine Learning Basics,13,34,0
E4726,Deborah Poole DDS,T4863,Python for Data Analysis,43,77,1
E1163,William King,T4864,Machine Learning Basics,55,5,1
E1815,James White,T4865,DevOps with Docker,27,26,0
E1490,Maria Spencer,T4866,Node.js Masterclass,0,0,0
E717,Zachary Brown,T4867,Machine Learning Basics,82,63,1
E2702,Annette Lane,T4868,Python for Data Analysis,40,0,0
E2097,Kristy Powell,T4869,Advanced Data Visualization,76,85,1
E3353,Melissa Benjamin,T4870,Python for Data Analysis,29,7,1
E4761,Toni Stephens,T4871,SQL Mastery,26,35,0
E3435,Larry Jackson,T4872,Node.js Masterclass,80,86,1
E2739,Steven Castillo,T4873,Financial Modeling,18,12,0
E2045,Lawrence Hernandez,T4874,React and Redux,87,82,1
E4075,Danielle Bauer,T4875,Advanced Data Visualization,16,87,1
E1959,Joshua Jennings,T4876,Machine Learning Basics,61,3,1
E841,Alexandria Clark,T4877,Project Management for Consultants,60,80,1
E4421,Angela Bennett,T4878,Full-Stack Web Development,13,30,0
E3326,Seth Hill,T4879,SQL Mastery,30,16,1
E614,Amy Rivera,T4880,Python for Data Analysis,85,7,1
E1664,Tyler Reese,T4881,DevOps with Docker,54,68,1
E485,David Dixon,T4882,DevOps with Docker,93,84,0
E4820,Lisa Hunt,T4883,Advanced JavaScript,6,31,0
E1611,Kenneth Martinez,T4884,Consulting Essentials,8,9,1
E1080,Kristi Stewart,T4885,SQL Mastery,3,18,0
E261,Kylie Moran,T4886,Advanced Data Visualization,37,2,0
E2306,Nichole House,T4887,Machine Learning Basics,35,32,0
E1143,Michael Cruz,T4888,Advanced Data Visualization,95,64,0
E4587,Richard Moreno,T4889,Consulting Essentials,68,34,0
E2633,Brenda Ford,T4890,Machine Learning Basics,41,13,1
E059,Meredith Rowe,T4891,Project Management for Consultants,94,8,1
E1422,Anne Jennings,T4892,DevOps with Docker,57,95,1
E4408,Steven Fry,T4893,Consulting Essentials,16,11,0
E3619,Katherine Nguyen,T4894,Machine Learning Basics,39,93,0
E3618,Luis Edwards,T4895,Advanced JavaScript,15,34,0
E2777,Nicholas Ramos,T4896,Advanced JavaScript,16,56,1
E3148,Rachel Valenzuela,T4897,Project Management for Consultants,76,37,1
E1935,Christina Smith,T4898,DevOps with Docker,57,93,1
E4938,Aaron Anderson,T4899,Client Relationship Management,3,19,1
E106,Sean Chavez,T4900,React and Redux,1,9,1
E1069,Dylan Bass,T4901,DevOps with Docker,24,20,0
E2064,Rebecca Hernandez,T4902,SQL Mastery,65,39,1
E2324,Susan Bolton,T4903,Machine Learning Basics,61,53,1
E4911,Jim Baker,T4904,DevOps with Docker,97,98,1
E2221,Gregory Alexander,T4905,Advanced JavaScript,34,45,1
E4093,Susan Coleman,T4906,DevOps with Docker,21,20,0
E4517,Fernando Sawyer,T4907,Machine Learning Basics,11,17,1
E1341,Tammy Martinez,T4908,Business Process Management,13,7,0
E831,Richard Schwartz,T4909,Node.js Masterclass,32,35,0
E2672,Jessica Mills,T4910,Python for Data Analysis,34,95,1
E905,Emily Hernandez,T4911,Data Science Bootcamp,90,28,1
E139,Theresa Sutton,T4912,Data Science Bootcamp,2,11,0
E488,Gary Reid,T4913,Data Science Bootcamp,4,46,1
E1383,Mary Jones,T4914,React and Redux,18,24,0
E3372,David Sanchez,T4915,Business Process Management,31,37,0
E2404,Christopher Harris,T4916,Advanced JavaScript,15,46,1
E2000,Haley Miller,T4917,Consulting Essentials,41,97,1
E3990,Brandon Jenkins,T4918,Business Process Management,58,88,1
E2428,Jacob Rodriguez,T4919,Advanced JavaScript,17,38,1
E3896,Nicholas Peterson,T4920,Advanced JavaScript,35,17,0
E894,Michael Bell,T4921,Advanced Data Visualization,24,30,0
E1520,Maria Garcia,T4922,React and Redux,82,10,1
E1565,Douglas Warren,T4923,Advanced JavaScript,63,56,1
E3325,Jasmine Rodriguez,T4924,Project Management for Consultants,10,7,0
E1065,Jennifer Kramer,T4925,Node.js Masterclass,72,22,1
E4502,Carly Payne,T4926,Project Management for Consultants,27,48,1
E990,Justin Mays,T4927,SQL Mastery,43,40,1
E4355,Kathryn Haney,T4928,Full-Stack Web Development,59,6,1
E3963,Jeffrey Hernandez,T4929,Node.js Masterclass,8,34,1
E2362,Melissa Gilmore,T4930,Full-Stack Web Development,90,79,1
E2895,Jason Dunn,T4931,Financial Modeling,13,11,0
E2354,Louis Jones,T4932,Full-Stack Web Development,27,31,0
E1067,Kyle Hill,T4933,SQL Mastery,89,47,1
E1952,Anthony Owens,T4934,Data Science Bootcamp,2,32,1
E2719,Matthew Allen,T4935,Business Process Management,21,67,1
E2287,John Bradshaw,T4936,Data Science Bootcamp,36,20,1
E2089,Benjamin Gutierrez,T4937,React and Redux,3,50,1
E3205,Jody Ramirez,T4938,Node.js Masterclass,36,27,0
E3805,Erin Kelly,T4939,Advanced JavaScript,30,34,0
E4166,Monica Foster,T4940,SQL Mastery,9,10,0
E077,Eric Duncan,T4941,Advanced Data Visualization,35,9,0
E3464,Robert Stephens,T4942,Data Science Bootcamp,28,85,1
E2027,Tiffany Taylor,T4943,DevOps with Docker,0,70,1
E2829,Cody Harrison,T4944,Python for Data Analysis,17,17,1
E032,David Taylor,T4945,Advanced Data Visualization,52,52,1
E4608,Joshua Waller,T4946,Machine Learning Basics,23,32,0
E3488,Joseph Brown,T4947,Machine Learning Basics,3,5,0
E456,William Torres,T4948,Client Relationship Management,8,31,0
E224,Stephanie Rowe,T4949,Machine Learning Basics,5,20,0
E4304,Thomas Williamson,T4950,Data Science Bootcamp,11,40,0
E2265,Martha Cline,T4951,Data Science Bootcamp,75,65,0
E768,Nicholas Crawford,T4952,Advanced Data Visualization,0,40,0
E944,Barry Spencer,T4953,Project Management for Consultants,33,24,0
E2602,Mary Mendez,T4954,Python for Data Analysis,28,17,0
E4099,Samantha Fox,T4955,Client Relationship Management,66,24,1
E3112,Brian Hernandez,T4956,Machine Learning Basics,52,69,1
E1792,Robert Wilson,T4957,Consulting Essentials,11,10,0
E2304,Jordan Jones,T4958,Project Management for Consultants,30,42,1
E606,Brian Campbell,T4959,Advanced JavaScript,80,94,1
E4784,Deanna Hughes,T4960,Financial Modeling,87,55,1
E4521,Kevin Clayton,T4961,Python for Data Analysis,30,26,0
E1287,Michael Smith,T4962,Python for Data Analysis,35,17,0
E4158,Lisa Durham,T4963,Machine Learning Basics,24,18,0
E2638,Angela Martinez,T4964,Advanced JavaScript,27,52,1
E1874,Lisa Macdonald,T4965,Full-Stack Web Development,79,92,1
E325,Karl Payne,T4966,Machine Learning Basics,16,26,0
E1208,Wayne Lang,T4967,Business Process Management,31,0,0
E4051,Vincent Yang,T4968,Advanced Data Visualization,17,33,1
E3111,Kimberly Nash,T4969,Machine Learning Basics,67,40,0
E1610,Matthew Marks,T4970,Consulting Essentials,75,60,1
E2403,Jennifer Fox,T4971,Machine Learning Basics,95,10,1
E2212,Jordan Phillips Jr.,T4972,Machine Learning Basics,76,0,1
E2385,Dr. Melissa Bowman,T4973,Financial Modeling,55,48,1
E730,James Powell,T4974,Python for Data Analysis,35,12,0
E601,Doris Roman,T4975,Advanced Data Visualization,99,1,1
E375,Shannon Farmer,T4976,DevOps with Docker,38,24,0
E3690,Linda Collins,T4977,Node.js Masterclass,11,17,0
E3657,Jennifer Miller,T4978,SQL Mastery,14,95,1
E1261,Julie Wallace,T4979,Full-Stack Web Development,16,96,0
E1074,Catherine Ryan,T4980,Advanced Data Visualization,30,12,0
E1811,Anthony Alexander,T4981,SQL Mastery,9,20,0
E977,Amy Perez,T4982,SQL Mastery,37,26,0
E1787,Renee Beasley,T4983,Python for Data Analysis,95,60,1
E1218,Olivia Macias,T4984,Business Process Management,24,13,0
E2427,Katrina Pierce,T4985,Python for Data Analysis,40,39,0
E266,Michael Payne,T4986,DevOps with Docker,27,3,1
E2100,Ronnie Ramirez,T4987,Data Science Bootcamp,15,17,1
E1290,Peter Little,T4988,Machine Learning Basics,10,26,0
E2602,Mary Mendez,T4989,Consulting Essentials,24,2,1
E947,Nicholas Horn Jr.,T4990,Machine Learning Basics,30,15,0
E1939,Denise Hanson MD,T4991,React and Redux,14,24,0
E3839,Gary Hoffman,T4992,Advanced Data Visualization,54,32,1
E4433,Mary Gordon,T4993,SQL Mastery,2,33,0
E2810,Robert Jones,T4994,Machine Learning Basics,28,40,1
E1203,Jacob Blackwell,T4995,Full-Stack Web Development,15,10,0
E2067,Melissa Summers,T4996,Data Science Bootcamp,93,88,1
E773,Michael Santos,T4997,Node.js Masterclass,35,5,0
E1242,Jacob Romero,T4998,React and Redux,67,24,1
E1741,Roy Adams,T4999,Node.js Masterclass,16,30,0
E1097,Paul Myers,T5000,Advanced Data Visualization,68,39,1
E1272,Robert Stevens,T5001,Advanced JavaScript,25,28,0
E3232,Denise Terry,T5002,Advanced Data Visualization,18,26,0
E2060,Derrick Mcclure,T5003,Data Science Bootcamp,25,19,0
E2748,Peter Soto,T5004,Financial Modeling,12,26,0
E1932,Ashley Scott MD,T5005,Project Management for Consultants,100,75,1
E416,Erica Harrell,T5006,Python for Data Analysis,16,18,0
E4699,Joshua Hall,T5007,Business Process Management,37,1,1
E3182,Pamela Hebert,T5008,Consulting Essentials,39,18,0
E988,Kari Hensley,T5009,Business Process Management,98,65,1
E4605,Elizabeth Pope,T5010,Advanced JavaScript,85,96,1
E4818,Courtney Brooks,T5011,SQL Mastery,26,45,1
E650,Eric Garrett,T5012,Node.js Masterclass,42,35,1
E1536,James Brooks,T5013,Client Relationship Management,69,4,1
E1057,Alexandra Martin,T5014,Financial Modeling,24,15,0
E3226,Jeffrey Sims,T5015,Python for Data Analysis,32,18,0
E2076,Mia Carpenter,T5016,Project Management for Consultants,19,17,1
E1038,Angela Lyons,T5017,SQL Mastery,43,48,1
E106,Sean Chavez,T5018,Machine Learning Basics,4,31,0
E486,Erin Williams,T5019,Data Science Bootcamp,88,75,1
E2671,Jamie Ayers,T5020,Advanced JavaScript,40,0,0
E1945,Brandy Potter,T5021,Data Science Bootcamp,61,36,1
E3340,William Smith,T5022,Machine Learning Basics,32,50,1
E753,Heather Johnson,T5023,Data Science Bootcamp,25,18,0
E3653,Austin Garrett,T5024,Python for Data Analysis,25,12,0
E3853,Katrina Smith,T5025,Node.js Masterclass,60,29,1
E270,Madison Smith,T5026,Business Process Management,34,32,0
E3498,Megan Leach,T5027,Advanced Data Visualization,32,18,0
E3600,Tammy Smith,T5028,Full-Stack Web Development,84,49,1
E2522,Amy Pearson,T5029,DevOps with Docker,5,58,1
E1358,Allison Salazar,T5030,Data Science Bootcamp,15,28,0
E4383,Chloe Wilson,T5031,React and Redux,7,15,0
E1603,Megan Donaldson,T5032,Consulting Essentials,0,32,1
E1741,Roy Adams,T5033,Advanced JavaScript,75,21,1
E4828,Angela Dunn,T5034,Consulting Essentials,34,14,0
E1359,Crystal Berry,T5035,Full-Stack Web Development,46,75,1
E3356,Sara Guzman,T5036,Project Management for Consultants,6,4,0
E2876,Christina Marks,T5037,SQL Mastery,31,33,1
E3979,Brett Fischer,T5038,Machine Learning Basics,83,43,1
E3221,Joseph Ellis,T5039,Advanced Data Visualization,21,33,0
E3893,Adrienne Obrien,T5040,Machine Learning Basics,53,59,1
E368,Nancy Mcbride,T5041,Machine Learning Basics,61,25,0
E3219,Leslie Powers,T5042,Data Science Bootcamp,18,9,0
E4258,Veronica Hood,T5043,Consulting Essentials,41,86,1
E293,Danny Salinas,T5044,Python for Data Analysis,29,18,0
E1572,Dawn Little,T5045,Python for Data Analysis,31,47,1
E3444,Philip Rodriguez,T5046,Machine Learning Basics,25,20,0
E1077,Michael Vega,T5047,Machine Learning Basics,79,82,1
E3703,Charles Wilson,T5048,Machine Learning Basics,13,9,0
E4947,Peter Roberts,T5049,Advanced Data Visualization,97,68,0
E1263,Sandra Smith,T5050,Financial Modeling,12,8,1
E842,Christopher Scott,T5051,Project Management for Consultants,51,58,1
E4536,Madison Barton,T5052,Python for Data Analysis,19,80,1
E555,Ronald Jenkins,T5053,Consulting Essentials,25,40,0
E253,Stacy Gutierrez,T5054,DevOps with Docker,34,37,0
E3263,Madison Brown,T5055,Client Relationship Management,20,29,0
E795,Carl Smith,T5056,Machine Learning Basics,56,26,1
E4064,Summer Robinson,T5057,Data Science Bootcamp,3,3,0
E2129,Melissa Grant,T5058,Advanced Data Visualization,3,19,0
E944,Barry Spencer,T5059,SQL Mastery,72,83,1
E1485,Brittany Jacobs,T5060,Advanced JavaScript,39,29,0
E067,Debra Pena,T5061,SQL Mastery,20,77,1
E1937,Brian Cook,T5062,Consulting Essentials,67,82,1
E1611,Kenneth Martinez,T5063,Python for Data Analysis,23,1,0
E1325,Kevin Manning,T5064,Advanced JavaScript,18,40,0
E2044,Renee Glass,T5065,Client Relationship Management,64,23,0
E2657,Frances Evans,T5066,Client Relationship Management,34,12,0
E164,Joshua Daugherty,T5067,Advanced Data Visualization,14,35,0
E2943,Amanda Duran,T5068,Business Process Management,11,36,0
E2113,Barbara Gonzalez,T5069,Node.js Masterclass,23,89,1
E1372,David Palmer,T5070,React and Redux,32,11,0
E2937,Christopher Lambert,T5071,SQL Mastery,87,54,1
E1487,Timothy Scott,T5072,Business Process Management,19,45,1
E2307,Kelly Bishop,T5073,DevOps with Docker,26,33,0
E3593,Paula Cooper,T5074,Project Management for Consultants,14,34,0
E4248,Stephen Maldonado,T5075,Data Science Bootcamp,39,30,0
E1976,John Simon,T5076,DevOps with Docker,55,92,1
E4156,Mike Zimmerman,T5077,Advanced JavaScript,73,45,1
E3188,Richard Snyder,T5078,Full-Stack Web Development,89,7,1
E371,Bradley Moore,T5079,Data Science Bootcamp,43,30,1
E3037,Jordan Dunlap,T5080,SQL Mastery,37,3,0
E110,Laura Medina,T5081,React and Redux,5,29,0
E187,Jimmy Cantu,T5082,Full-Stack Web Development,58,1,1
E3456,Brooke Mathis,T5083,DevOps with Docker,72,4,0
E777,Danielle Moore,T5084,Consulting Essentials,83,96,1
E3364,Thomas Dawson,T5085,Project Management for Consultants,31,3,0
E1001,Lauren Williams,T5086,Client Relationship Management,25,93,1
E2035,Sheila Dunlap,T5087,Advanced JavaScript,9,31,1
E3239,Jennifer Gibbs,T5088,Machine Learning Basics,0,16,0
E1649,Jocelyn Rice,T5089,Full-Stack Web Development,6,9,1
E872,Mike Malone,T5090,Advanced Data Visualization,0,43,1
E3707,Damon Harris,T5091,Business Process Management,3,60,1
E3816,Morgan Dunn,T5092,SQL Mastery,69,77,1
E3886,James Anderson,T5093,Python for Data Analysis,66,8,1
