emp_id,emp_name,department,designation,DOJ,age,experience,salary,no_of_promotions,education
E3867,Melissa Johnson,Finance,Senior Developer,2009-03-20,37,10.0,59372.0,3.0,Bachelors
E3868,William Howard,Engineering,Junior Developer,2007-06-07,24,0.0,20516.0,0.0,MBA
E3869,Becky Collier,Marketing,Junior Developer,2013-01-30,27,3.0,39681.0,2.0,MBA
E3870,Roger Diaz,Finance,Mid-level Developer,2015-04-05,33,6.0,72922.0,1.0,MBA
E3871,Alisha Jarvis,Marketing,Mid-level Developer,2014-09-03,30,6.0,52019.0,,Masters
E3872,Denise Morris,Finance,Senior Developer,2013-02-12,36,10.0,55933.0,2.0,MBA
E3873,Kevin Hill,Sales,Manager,2018-01-06,48,20.0,106852.0,3.0,Bachelors
E3874,Scott Berger,Sales,Senior Developer,2016-06-15,32,10.0,66284.0,0.0,Bachelors
E3875,Kenneth Powell,Engineering,Manager,2006-04-20,45,20.0,109224.0,0.0,Masters
E3876,Thomas Robinson,Sales,Senior Developer,2010-02-16,35,10.0,60498.0,3.0,MBA
E3877,Betty Ellison,Engineering,Manager,2007-04-24,41,20.0,106603.0,1.0,Masters
E3878,Stephen Cruz,Finance,Junior Developer,2009-01-22,23,0.0,28864.0,0.0,Masters
E3879,Madison Salinas,Finance,Junior Developer,2017-04-10,28,4.0,45778.0,3.0,MBA
E3880,John Gomez,HR,Junior Developer,2008-08-30,22,2.0,28591.0,0.0,Bachelors
E3881,Eric Gonzalez,Marketing,Manager,2018-03-18,49,20.0,90964.0,3.0,Masters
E3882,Angela Holmes,Finance,Mid-level Developer,2005-05-14,33,6.0,54466.0,1.0,Masters
E3883,Kyle Holloway,Engineering,Mid-level Developer,2010-04-03,28,5.0,38816.0,1.0,Bachelors
E3884,Scott Powers,HR,Mid-level Developer,2023-04-20,27,5.0,48036.0,3.0,Bachelors
E3885,Mark Gibbs,Marketing,Manager,2015-11-04,43,20.0,84511.0,3.0,Masters
E3886,James Anderson,Sales,Mid-level Developer,2022-12-18,30,6.0,58430.0,2.0,Masters
E3887,Michael Harrison,Finance,Mid-level Developer,2014-09-03,28,5.0,49930.0,0.0,Masters
E3888,Meghan Ruiz,Engineering,Senior Developer,2023-08-25,45,11.0,97058.0,1.0,Bachelors
E3889,Timothy Smith,Finance,Senior Developer,2014-02-11,35,10.0,50329.0,3.0,Bachelors
E3890,David Rodriguez,Marketing,Senior Developer,2006-08-31,33,10.0,73055.0,1.0,Bachelors
E3891,Melanie Lee,Marketing,Junior Developer,2012-10-01,23,0.0,22223.0,0.0,Masters
E3892,Stacie Blevins,Marketing,Mid-level Developer,2017-08-27,33,6.0,56704.0,1.0,MBA
E3893,Adrienne Obrien,Finance,Junior Developer,2013-07-25,27,4.0,38345.0,3.0,MBA
E3894,Terry Miller,Finance,Senior Developer,2010-04-12,33,10.0,61223.0,1.0,Bachelors
E3895,Kristina Garcia,HR,Senior Developer,2021-11-19,40,11.0,119245.0,0.0,Masters
E3896,Nicholas Peterson,Marketing,Manager,2009-03-27,48,20.0,80807.0,0.0,MBA
E3897,Laura Humphrey,Finance,Mid-level Developer,2012-01-01,25,5.0,40930.0,0.0,Masters
E3898,Alan King,Finance,Senior Developer,2007-08-26,43,11.0,81376.0,0.0,MBA
E3899,Krystal Best,Marketing,Manager,2017-11-01,45,20.0,108612.0,3.0,Bachelors
E3900,Melanie Simon,Sales,Junior Developer,2005-04-28,26,4.0,49424.0,2.0,Bachelors
E3901,Eric White,HR,Senior Developer,2010-01-18,45,11.0,85331.0,1.0,Bachelors
E3902,Michele Crawford,Marketing,Mid-level Developer,2007-01-25,32,6.0,50523.0,0.0,Bachelors
E3903,Stephen Buchanan,Sales,Manager,2007-01-08,47,20.0,93406.0,0.0,MBA
E3904,Brittany Burke,Engineering,Senior Developer,2012-08-22,45,11.0,87400.0,0.0,MBA
E3905,Michael Jenkins,Engineering,Mid-level Developer,2023-12-29,32,6.0,55787.0,1.0,MBA
E3906,Mary Lee,HR,Manager,2014-07-06,40,20.0,99634.0,0.0,Masters
E3907,Bryan Reyes,Finance,Junior Developer,2020-09-03,27,4.0,38569.0,2.0,MBA
E3908,Scott Crosby,Sales,Junior Developer,2006-11-14,22,1.0,27758.0,0.0,MBA
E3909,Sarah Arnold,Sales,Senior Developer,2008-12-01,50,,103779.0,2.0,Masters
E3910,Kelly Mcgee,Sales,Junior Developer,2008-11-23,29,4.0,49784.0,0.0,MBA
E3911,Morgan Valenzuela,Engineering,Senior Developer,2017-08-23,42,11.0,99247.0,2.0,Masters
E3912,Thomas Page,Sales,Mid-level Developer,2005-06-04,29,5.0,37458.0,0.0,Bachelors
E3913,Melissa Beasley,Sales,Junior Developer,2017-10-22,24,1.0,27100.0,0.0,Masters
E3914,William Ward MD,Engineering,Senior Developer,2019-08-31,37,10.0,54434.0,1.0,Bachelors
E3915,Dylan Tucker,HR,Senior Developer,2006-01-16,45,11.0,97628.0,3.0,Bachelors
E3916,Dana Lee,Marketing,Manager,2004-12-07,44,20.0,80050.0,2.0,Bachelors
E3917,Joanne Deleon,Engineering,Mid-level Developer,2006-06-07,36,6.0,60810.0,3.0,MBA
E3918,John Montgomery,Sales,Mid-level Developer,2009-11-13,25,5.0,,1.0,Bachelors
E3919,Jennifer Ibarra,Marketing,Senior Developer,2016-08-26,34,10.0,,3.0,MBA
E3920,Kayla Moore,Marketing,Manager,2021-06-15,47,20.0,97632.0,3.0,Masters
E3921,Elizabeth Robinson,Marketing,Senior Developer,2017-02-08,39,10.0,64257.0,3.0,MBA
E3922,Debra Hayes,HR,Senior Developer,2016-08-03,47,11.0,82642.0,2.0,MBA
E3923,Judith Davidson,Sales,Senior Developer,2016-08-21,31,10.0,65398.0,3.0,Masters
E3924,Brett Jones,Marketing,Senior Developer,2014-07-14,47,11.0,96662.0,1.0,Masters
E3925,Jenny Carter,Marketing,Junior Developer,2017-09-26,27,4.0,41346.0,3.0,MBA
E3926,Alison Rose,Engineering,Mid-level Developer,2013-04-11,32,6.0,62242.0,0.0,MBA
E3927,Stephanie Beck,Engineering,Junior Developer,2015-11-04,23,,21888.0,0.0,MBA
E3928,Whitney Bauer,Engineering,Mid-level Developer,2021-05-10,33,6.0,59876.0,3.0,Masters
E3929,Emma Ward,Sales,Senior Developer,2020-07-09,45,11.0,90626.0,2.0,Bachelors
E3930,Beth Garcia,Marketing,Manager,2022-01-02,48,20.0,90971.0,0.0,Masters
E3931,Tammy Quinn,HR,Manager,2005-07-23,41,20.0,100274.0,,MBA
E3932,Tara Brown,Finance,Junior Developer,2023-09-01,24,2.0,22418.0,0.0,MBA
E3933,Mary Huang,Marketing,Manager,2009-04-29,44,20.0,116735.0,1.0,Bachelors
E3934,Ashley Donovan,HR,Junior Developer,2005-09-14,29,4.0,37574.0,0.0,MBA
E3935,Joseph Russell,Finance,Manager,2008-08-05,49,20.0,100137.0,1.0,Bachelors
E3936,Jim Juarez,Sales,Junior Developer,2019-09-12,22,2.0,24551.0,0.0,Bachelors
E3937,Benjamin Kim,HR,Senior Developer,2006-12-22,41,11.0,,1.0,Masters
E3938,Angela Perez,Marketing,Mid-level Developer,2013-11-24,33,6.0,55186.0,1.0,MBA
E3939,Karen Long,Engineering,Junior Developer,2012-12-10,28,3.0,37061.0,2.0,MBA
E3940,Michael Keith,HR,Senior Developer,2024-02-06,49,,83814.0,0.0,Bachelors
E3941,Micheal Decker,Engineering,Mid-level Developer,2020-06-17,39,6.0,72961.0,3.0,Masters
E3942,Evan Mendoza,Engineering,Senior Developer,2015-09-26,44,11.0,84610.0,1.0,MBA
E3943,Randall Miller,Engineering,Manager,2005-01-07,42,20.0,115958.0,3.0,Masters
E3944,Sherry Walker,Engineering,Senior Developer,2012-07-02,33,10.0,59390.0,2.0,Bachelors
E3945,Michael Clarke,Sales,Senior Developer,2021-05-30,42,11.0,83247.0,0.0,MBA
E3946,Charles Ramos,HR,Manager,2009-04-28,49,20.0,110649.0,3.0,Masters
E3947,Lindsey Vaughn,Marketing,Mid-level Developer,2006-09-09,34,6.0,66150.0,1.0,MBA
E3948,Patricia Walter,Finance,Manager,2023-03-17,43,20.0,99421.0,1.0,MBA
E3949,Amy Curtis,HR,Junior Developer,2010-12-11,22,2.0,33254.0,0.0,Bachelors
E3950,Alexis Meyer,Sales,Junior Developer,2021-09-02,29,3.0,39138.0,3.0,MBA
E3951,Beth Reyes,Marketing,Junior Developer,2017-08-01,26,3.0,43845.0,2.0,Masters
E3952,Frank Miller,Sales,Junior Developer,2020-08-30,22,1.0,28557.0,0.0,Masters
E3953,John Ortiz,Sales,Manager,2021-10-27,43,20.0,80838.0,1.0,Masters
E3954,Kristen Jennings,Engineering,Mid-level Developer,2005-03-22,37,6.0,66071.0,2.0,Bachelors
E3955,John Cervantes,Marketing,Senior Developer,2012-08-17,39,10.0,75499.0,2.0,Masters
E3956,Rebecca Davis,Finance,Mid-level Developer,2022-03-12,30,6.0,56221.0,1.0,MBA
E3957,Billy Woodard,Finance,Senior Developer,2014-06-01,34,10.0,63174.0,1.0,MBA
E3958,Michael Petty,Finance,Senior Developer,2018-06-17,33,10.0,65111.0,3.0,Bachelors
E3959,Nicole Jackson,Finance,Mid-level Developer,2018-08-04,39,6.0,71023.0,2.0,Bachelors
E3960,Christina Jones,Engineering,Senior Developer,2015-08-25,47,11.0,99441.0,1.0,MBA
E3961,Jamie Browning,Marketing,Mid-level Developer,2020-12-20,30,6.0,71813.0,,Bachelors
E3962,Shannon Kent,Sales,Senior Developer,2024-03-24,37,10.0,50210.0,0.0,Masters
E3963,Jeffrey Hernandez,Finance,Mid-level Developer,2011-09-20,39,6.0,53360.0,1.0,Masters
E3964,Philip Gonzalez,Sales,Junior Developer,2018-04-05,28,,35367.0,2.0,Masters
E3965,Heather Dennis,Engineering,Senior Developer,2014-03-30,39,10.0,58632.0,1.0,MBA
E3966,Matthew Jennings,Marketing,Senior Developer,2012-09-17,32,10.0,56013.0,3.0,MBA
E3967,Jennifer French,HR,Senior Developer,2009-09-23,47,11.0,109400.0,2.0,MBA
E3968,Donna Blackwell,HR,Manager,2007-02-11,45,20.0,110681.0,3.0,Masters
E3969,Christopher Stafford Jr.,HR,Senior Developer,2008-08-04,46,11.0,108884.0,1.0,Bachelors
E3970,Hunter May,Marketing,Manager,2010-06-10,50,20.0,118358.0,3.0,MBA
E3971,Joshua Taylor,Sales,Junior Developer,2023-02-14,24,1.0,21683.0,0.0,Masters
E3972,Nicole Gonzales,Finance,Senior Developer,2021-06-14,38,10.0,77305.0,3.0,MBA
E3973,Jason Thomas,HR,Manager,2015-05-07,47,20.0,116008.0,3.0,Bachelors
E3974,Whitney Barrera,HR,Senior Developer,2020-08-06,42,11.0,82488.0,1.0,Bachelors
E3975,Shelia Johnson,Engineering,Manager,2021-10-08,44,20.0,90421.0,2.0,Masters
E3976,James Wilson,HR,Mid-level Developer,2023-12-01,26,5.0,,1.0,Masters
E3977,James Ellis,Engineering,Mid-level Developer,2021-05-09,27,5.0,40949.0,,MBA
E3978,Michael Davis,Marketing,Senior Developer,2021-09-29,45,11.0,,1.0,Masters
E3979,Brett Fischer,Sales,Junior Developer,2009-10-17,22,0.0,33318.0,0.0,MBA
E3980,Tammy Shannon,Marketing,Mid-level Developer,2015-09-01,31,6.0,52702.0,2.0,Masters
E3981,Angela Buchanan,Sales,Manager,2011-10-07,42,20.0,85594.0,3.0,Masters
E3982,Rebecca Taylor,HR,Junior Developer,2019-11-02,24,2.0,29457.0,0.0,Masters
E3983,Jay Melton,Sales,Senior Developer,2018-08-07,50,11.0,84703.0,2.0,MBA
E3984,Lorraine Wall,Sales,Senior Developer,2009-07-03,47,11.0,89588.0,2.0,MBA
E3985,Bryan Carey,Marketing,Junior Developer,2013-11-08,26,3.0,38348.0,2.0,Bachelors
E3986,Nicholas Fields,Marketing,Junior Developer,2012-04-28,24,1.0,21810.0,0.0,Masters
E3987,Daniel Thompson,Engineering,Mid-level Developer,2016-06-17,34,,55595.0,2.0,Bachelors
E3988,Samantha Anderson,HR,Mid-level Developer,2005-02-01,37,6.0,63458.0,3.0,Bachelors
E3989,Ryan Cole,Sales,Senior Developer,2009-10-19,46,11.0,81474.0,0.0,Masters
E3990,Brandon Jenkins,Engineering,Mid-level Developer,2022-09-11,35,6.0,61150.0,2.0,Masters
E3991,Amy Robles,Engineering,Senior Developer,2011-11-26,32,10.0,58513.0,2.0,MBA
E3992,Joseph Sharp,Finance,Mid-level Developer,2007-11-02,39,6.0,53347.0,3.0,Masters
E3993,Andrew Morgan,HR,Senior Developer,2017-10-14,32,10.0,75798.0,0.0,Bachelors
E3994,Regina Edwards,Marketing,Manager,2019-10-27,44,20.0,114714.0,0.0,MBA
E3995,Debbie Vazquez,Sales,Junior Developer,2007-03-13,29,3.0,47490.0,0.0,Masters
E3996,Catherine Butler,HR,Junior Developer,2008-08-29,26,3.0,43082.0,2.0,Bachelors
E3997,Debra Brady,Finance,Senior Developer,2023-06-19,50,11.0,90339.0,0.0,Bachelors
E3998,Kristin Velasquez,Engineering,Senior Developer,2008-09-09,38,10.0,,1.0,MBA
E3999,John Mitchell,HR,Senior Developer,2023-01-10,46,11.0,103209.0,0.0,Bachelors
E4000,David Bishop,Sales,Manager,2007-09-01,43,20.0,94825.0,1.0,MBA
E4001,Brianna Weiss,Marketing,Senior Developer,2019-05-13,38,10.0,64108.0,2.0,Masters
E4002,Dana Anderson,Finance,Junior Developer,2014-06-15,29,4.0,38966.0,,MBA
E4003,Kimberly Brown,Engineering,Manager,2016-10-02,42,20.0,89737.0,0.0,Masters
E4004,James Chapman,Engineering,Senior Developer,2012-11-27,47,11.0,102235.0,3.0,MBA
E4005,Gary Smith,Engineering,Junior Developer,2010-01-05,22,2.0,29662.0,0.0,Masters
E4006,Kelly Walker,Marketing,Junior Developer,2015-12-21,29,3.0,44047.0,1.0,Bachelors
E4007,Amanda Johns,Engineering,Senior Developer,2016-02-07,47,11.0,116802.0,3.0,Bachelors
E4008,Matthew Harris,HR,Manager,2015-10-13,45,20.0,112887.0,2.0,Masters
E4009,Joseph Graham,HR,Junior Developer,2019-02-11,24,1.0,26720.0,0.0,Masters
E4010,Ariana Bates,Engineering,Manager,2023-07-06,46,,113451.0,1.0,Bachelors
E4011,Nathan Acevedo,Engineering,Junior Developer,2009-04-20,26,3.0,36389.0,3.0,Bachelors
E4012,Jose Jenkins,HR,Senior Developer,2005-02-28,45,11.0,,3.0,Masters
E4013,Anthony Dyer,Sales,Senior Developer,2017-12-14,30,10.0,76073.0,2.0,Bachelors
E4014,Cody Williams,Engineering,Manager,2007-03-27,44,20.0,92142.0,2.0,MBA
E4015,Carmen Woods,HR,Junior Developer,2019-10-05,24,0.0,31001.0,0.0,Bachelors
E4016,Nicole Torres,Finance,Mid-level Developer,2021-01-11,26,5.0,39270.0,3.0,Masters
E4017,Steven Burnett,Engineering,Junior Developer,2012-01-14,23,2.0,,0.0,Masters
E4018,Anthony Aguilar,Engineering,Manager,2007-10-10,47,20.0,89957.0,3.0,Masters
E4019,Jonathan Turner,HR,Junior Developer,2023-12-30,22,0.0,25791.0,0.0,Bachelors
E4020,Meredith Wilson,Finance,Senior Developer,2021-03-28,38,10.0,61017.0,3.0,Masters
E4021,Dana Walker,Sales,Mid-level Developer,2014-07-19,38,6.0,56589.0,1.0,Masters
E4022,Carl Wolfe,Finance,Senior Developer,2006-05-21,48,11.0,82471.0,3.0,Masters
E4023,Hannah Hamilton,Marketing,Junior Developer,2020-07-26,22,0.0,33902.0,0.0,Bachelors
E4024,Thomas Ortiz,Engineering,Mid-level Developer,2024-01-06,36,6.0,55362.0,2.0,Masters
E4025,Joseph Wilkinson,Marketing,Mid-level Developer,2023-03-06,31,6.0,71074.0,0.0,MBA
E4026,Kevin Alexander,Finance,Mid-level Developer,2010-06-13,32,6.0,68788.0,1.0,Masters
E4027,Richard Banks,Sales,Senior Developer,2006-09-14,48,11.0,81906.0,0.0,Masters
E4028,Melanie Hoover,HR,Junior Developer,2024-03-21,23,,22219.0,0.0,Masters
E4029,Sara Johnson,Sales,Senior Developer,2011-06-26,50,11.0,98162.0,3.0,MBA
E4030,Jacqueline Miller,Finance,Senior Developer,2008-02-28,49,11.0,102994.0,1.0,Masters
E4031,Tracey Dodson,HR,Senior Developer,2011-06-12,37,10.0,73728.0,3.0,MBA
E4032,Kelsey Roberts,HR,Junior Developer,2008-02-26,22,0.0,32501.0,0.0,MBA
E4033,Michael Williams,Marketing,Junior Developer,2008-03-12,22,2.0,20481.0,0.0,Bachelors
E4034,Sandra Snyder,Engineering,Senior Developer,2013-06-07,40,11.0,98013.0,3.0,Bachelors
E4035,Laurie Miles,HR,Senior Developer,2017-01-04,44,11.0,,1.0,Masters
E4036,Natasha Bird,Engineering,Senior Developer,2007-08-06,39,10.0,76071.0,1.0,Bachelors
E4037,Xavier Dixon,Finance,Junior Developer,2007-01-19,23,0.0,27643.0,,Masters
E4038,Tracy Mathews,Sales,Senior Developer,2023-09-06,33,10.0,60424.0,0.0,Masters
E4039,Daniel Blackburn,Sales,Senior Developer,2017-10-11,46,11.0,111553.0,0.0,Bachelors
E4040,Linda Jones,Engineering,Senior Developer,2022-07-01,39,10.0,63476.0,0.0,MBA
E4041,Kimberly Waters,Sales,Senior Developer,2010-05-18,48,11.0,80948.0,1.0,MBA
E4042,Robin Scott,Finance,Senior Developer,2011-02-25,50,11.0,92892.0,3.0,MBA
E4043,Rebecca Bowman,Finance,Senior Developer,2016-07-08,49,11.0,89390.0,3.0,Masters
E4044,Russell Griffin,Engineering,Senior Developer,2021-03-24,31,10.0,72173.0,2.0,Bachelors
E4045,Nathan Marquez,Finance,Junior Developer,2013-12-25,24,1.0,31016.0,,Masters
E4046,Jason Kennedy,HR,Senior Developer,2017-09-29,31,10.0,76941.0,0.0,MBA
E4047,Patricia Norton,HR,Junior Developer,2014-04-01,23,2.0,29041.0,0.0,MBA
E4048,Aaron Bowers,Engineering,Senior Developer,2015-07-31,41,11.0,116530.0,0.0,Bachelors
E4049,Craig Compton,HR,Junior Developer,2010-03-31,29,4.0,38775.0,0.0,Masters
E4050,Christopher Alvarez,HR,Junior Developer,2015-08-11,24,1.0,24424.0,0.0,Bachelors
E4051,Vincent Yang,Finance,Senior Developer,2012-06-21,45,11.0,101669.0,3.0,Bachelors
E4052,Leslie Johnson,Marketing,Junior Developer,2010-08-06,29,3.0,43652.0,2.0,MBA
E4053,John Knapp,HR,Senior Developer,2012-06-14,37,10.0,77410.0,2.0,Masters
E4054,Stephen Tran,Sales,Mid-level Developer,2008-09-11,30,6.0,69002.0,3.0,Masters
E4055,Vincent Washington,Sales,Mid-level Developer,2015-05-29,39,6.0,78343.0,2.0,Bachelors
E4056,Shelby Woodward,HR,Mid-level Developer,2021-09-24,36,6.0,78506.0,3.0,MBA
E4057,Lacey Lynch,HR,Senior Developer,2009-06-14,31,10.0,71098.0,2.0,Bachelors
E4058,Ruth Williams,HR,Manager,2006-09-28,46,20.0,102178.0,1.0,Bachelors
E4059,Maria Fritz,Marketing,Senior Developer,2019-02-07,50,11.0,118168.0,2.0,Bachelors
E4060,Jonathan Ward,Engineering,Mid-level Developer,2011-10-17,39,6.0,71811.0,3.0,Masters
E4061,Edward Hernandez,Marketing,Senior Developer,2020-10-27,47,11.0,116036.0,0.0,MBA
E4062,Matthew Monroe,HR,Senior Developer,2011-07-25,49,,97673.0,3.0,MBA
E4063,Danny Stephens,HR,Junior Developer,2021-07-19,28,4.0,37534.0,1.0,Masters
E4064,Summer Robinson,Finance,Manager,2017-03-01,50,20.0,115327.0,0.0,Masters
E4065,Nicholas Schroeder,HR,Mid-level Developer,2021-10-21,30,6.0,,0.0,MBA
E4066,Kimberly Montgomery,Marketing,Mid-level Developer,2023-10-17,35,6.0,57987.0,3.0,MBA
E4067,Jessica Olsen,Finance,Mid-level Developer,2009-12-28,27,5.0,39207.0,2.0,MBA
E4068,Christopher Johnson,Finance,Senior Developer,2012-01-24,35,10.0,53821.0,1.0,Masters
E4069,William Castillo,Finance,Junior Developer,2009-10-18,29,4.0,48796.0,0.0,MBA
E4070,Cassidy Barnes,HR,Mid-level Developer,2021-12-12,28,5.0,47729.0,0.0,MBA
E4071,Jesse Schmitt,Sales,Manager,2024-04-12,48,20.0,112547.0,0.0,Masters
E4072,Claudia Parsons,Marketing,Senior Developer,2010-09-22,42,11.0,95498.0,2.0,Masters
E4073,Michael Jones,Engineering,Junior Developer,2013-10-30,27,4.0,44852.0,3.0,MBA
E4074,Thomas Martin,Engineering,Mid-level Developer,2004-11-25,39,6.0,,3.0,Masters
E4075,Danielle Bauer,Sales,Junior Developer,2024-06-22,26,4.0,48633.0,0.0,Masters
E4076,Zachary Thornton,HR,Manager,2018-06-26,48,20.0,114872.0,2.0,MBA
E4077,Angela Weiss,Engineering,Manager,2015-08-05,41,20.0,109458.0,1.0,Masters
E4078,Jeffrey Rodriguez,HR,Junior Developer,2009-07-05,25,4.0,38285.0,3.0,Masters
E4079,Christopher Cortez,Engineering,Mid-level Developer,2009-05-09,31,6.0,62098.0,0.0,Bachelors
E4080,Kelli Matthews,Finance,Mid-level Developer,2022-12-24,26,5.0,45373.0,2.0,Masters
E4081,Stephen Lewis,Finance,Mid-level Developer,2021-07-04,39,6.0,58561.0,3.0,Masters
E4082,Candice Smith,Finance,Senior Developer,2012-04-22,50,11.0,116225.0,0.0,Bachelors
E4083,Greg Lopez,Finance,Manager,2022-09-09,44,20.0,86521.0,2.0,MBA
E4084,Morgan Mitchell,Finance,Mid-level Developer,2016-04-19,37,6.0,66359.0,3.0,Bachelors
E4085,Daniel Hoffman,HR,Manager,2011-08-03,41,20.0,90119.0,3.0,Bachelors
E4086,Ann Moss,Marketing,Mid-level Developer,2013-07-10,38,6.0,79068.0,2.0,Masters
E4087,Rachel Berger,Marketing,Mid-level Developer,2016-03-21,33,,63523.0,0.0,MBA
E4088,Amy Love,Marketing,Junior Developer,2006-12-04,24,0.0,29663.0,0.0,MBA
E4089,Elizabeth Hardin,HR,Senior Developer,2017-07-30,34,10.0,75970.0,3.0,Masters
E4090,Kimberly Adams,Engineering,Mid-level Developer,2006-01-02,26,5.0,36769.0,0.0,MBA
E4091,Darin Green,Marketing,Junior Developer,2019-01-19,24,1.0,31484.0,0.0,Bachelors
E4092,Todd King,Finance,Senior Developer,2024-06-09,43,11.0,87369.0,3.0,MBA
E4093,Susan Coleman,Marketing,Mid-level Developer,2006-07-22,35,6.0,58533.0,2.0,MBA
E4094,Peter Brown,Finance,Mid-level Developer,2022-01-28,38,6.0,56628.0,2.0,Bachelors
E4095,Michael Rodriguez,Engineering,Manager,2016-11-23,49,20.0,111753.0,3.0,Bachelors
E4096,Deborah Fisher,Sales,Mid-level Developer,2007-08-03,38,6.0,65148.0,2.0,Bachelors
E4097,Denise Harris,Finance,Mid-level Developer,2020-06-10,29,5.0,47422.0,1.0,MBA
E4098,Daniel Petty,HR,Junior Developer,2006-06-03,23,2.0,31920.0,0.0,Masters
E4099,Samantha Fox,Marketing,Manager,2018-07-12,45,20.0,108757.0,1.0,Bachelors
E4100,Justin Fitzgerald,HR,Senior Developer,2019-04-03,40,11.0,95501.0,1.0,MBA
E4101,Samantha Barnes,Engineering,Senior Developer,2010-04-06,50,11.0,108276.0,2.0,Bachelors
E4102,Jason Moore,Marketing,Senior Developer,2021-01-27,32,10.0,62280.0,2.0,Masters
E4103,Joshua Wu,Marketing,Senior Developer,2004-10-05,33,10.0,50808.0,1.0,Masters
E4104,Christina Garcia,Marketing,Mid-level Developer,2022-02-15,32,6.0,56536.0,0.0,Masters
E4105,Troy Leon,Engineering,Mid-level Developer,2012-01-10,37,6.0,51874.0,2.0,Masters
E4106,Vanessa Cooper,Finance,Junior Developer,2014-02-08,22,2.0,27744.0,0.0,MBA
E4107,Nicole Lopez,HR,Manager,2009-08-03,46,20.0,,2.0,MBA
E4108,Kelly Bell,Finance,Junior Developer,2020-12-17,28,3.0,35573.0,2.0,Masters
E4109,Michael Olsen,Finance,Senior Developer,2021-05-25,37,10.0,74105.0,2.0,MBA
E4110,Michael Ford,HR,Senior Developer,2004-12-19,47,11.0,88544.0,1.0,MBA
E4111,Donald Henderson,Marketing,Senior Developer,2020-08-04,35,10.0,62513.0,,Masters
E4112,Rachel Jones,Engineering,Manager,2020-10-03,41,20.0,80387.0,3.0,MBA
E4113,Ernest Harvey,Marketing,Senior Developer,2016-09-17,32,10.0,,1.0,MBA
E4114,Laura Campbell,Sales,Mid-level Developer,2005-08-01,31,6.0,52968.0,0.0,Masters
E4115,Brandon Reynolds,Engineering,Manager,2005-05-18,41,20.0,110038.0,2.0,Masters
E4116,Shelby Ballard,Finance,Senior Developer,2015-01-26,40,11.0,103766.0,,MBA
E4117,Krista Bridges,Sales,Senior Developer,2009-05-16,36,10.0,78038.0,1.0,Bachelors
E4118,Rachel Mcconnell,Engineering,Manager,2004-12-27,41,20.0,83388.0,3.0,Bachelors
E4119,Stacy Aguilar,HR,Senior Developer,2024-01-02,44,11.0,89838.0,3.0,Bachelors
E4120,Julie Butler,Marketing,Senior Developer,2013-05-04,38,10.0,66551.0,1.0,Masters
E4121,Jenna Walker,Finance,Manager,2013-02-26,42,20.0,92482.0,3.0,MBA
E4122,Heidi Boyd,Sales,Manager,2017-07-16,48,20.0,92093.0,0.0,MBA
E4123,Casey Vasquez,Engineering,Senior Developer,2014-03-13,31,10.0,53117.0,3.0,MBA
E4124,Casey Miranda,Engineering,Manager,2011-06-17,40,20.0,89729.0,3.0,Bachelors
E4125,Sara Austin,Finance,Manager,2010-05-02,49,20.0,84424.0,0.0,Bachelors
E4126,Ryan Larson,Sales,Senior Developer,2007-06-27,33,10.0,50899.0,0.0,Bachelors
E4127,Cory Smith,Marketing,Junior Developer,2009-03-06,23,1.0,23706.0,0.0,Bachelors
E4128,Stacy Marshall,Finance,Senior Developer,2016-01-04,36,10.0,62565.0,1.0,Bachelors
E4129,Aaron Hayes,HR,Mid-level Developer,2005-02-03,35,,63141.0,0.0,MBA
E4130,Gregory Lawrence,Sales,Mid-level Developer,2023-11-20,25,5.0,46557.0,0.0,Masters
E4131,Jonathan Huber,Marketing,Senior Developer,2013-07-01,41,11.0,109215.0,2.0,Masters
E4132,Justin Monroe III,HR,Senior Developer,2009-06-09,35,10.0,70260.0,0.0,MBA
E4133,Melissa Smith,Finance,Senior Developer,2005-02-14,50,11.0,101812.0,1.0,Masters
E4134,Adam Holmes,Finance,Senior Developer,2019-07-11,43,11.0,101146.0,1.0,Bachelors
E4135,Mrs. Natalie Harris,Finance,Junior Developer,2018-08-31,27,4.0,35273.0,2.0,MBA
E4136,Anna Taylor,Engineering,Senior Developer,2017-07-04,34,10.0,51147.0,,MBA
E4137,Monique Jones,Marketing,Mid-level Developer,2008-04-22,38,6.0,54824.0,0.0,MBA
E4138,Alex Villa,Sales,Mid-level Developer,2018-04-23,36,6.0,50465.0,2.0,Bachelors
E4139,Krystal Avila,Finance,Junior Developer,2012-03-23,27,3.0,42918.0,3.0,Bachelors
E4140,Alexis Campbell,HR,Junior Developer,2004-12-15,24,0.0,34165.0,0.0,Masters
E4141,Brittany Holmes,Finance,Senior Developer,2013-06-10,38,10.0,60720.0,2.0,Masters
E4142,Jacob Cruz,Sales,Senior Developer,2008-06-04,45,11.0,106798.0,3.0,Bachelors
E4143,Stephanie Harris,HR,Manager,2022-03-16,43,20.0,102404.0,2.0,MBA
E4144,Martin Johnson,HR,Junior Developer,2019-02-07,29,3.0,48065.0,3.0,Masters
E4145,Sabrina Crosby,Finance,Senior Developer,2023-04-14,36,10.0,66834.0,2.0,MBA
E4146,Nicole Powell,HR,Senior Developer,2014-05-27,40,11.0,99069.0,0.0,Bachelors
